SampleID,Date,Treatment,lake,seqnames,seqlength,mapped,rpkm,rpkm_relative_abundance,TPM,TPM_relative_abundance
ND-57,19_09_18,control,LE,Microcystis_T1-4;79_11_2,852,10,3.32E-05,1.851922807,18519.22807,1.851922807
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_11-30S32;17_16_2,852,6,1.99E-05,1.111153684,11111.53684,1.111153684
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_BK11-02;54_136_4,852,13,4.31E-05,2.407499649,24074.99649,2.407499649
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_BS11-05;26_150_8,852,13,4.31E-05,2.407499649,24074.99649,2.407499649
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_BS13-02;114_114_14,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_BS13-10;70_171_8,852,259,0.00085964,47.96480069,479648.0069,47.96480069
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_CACIAM_03;110_1_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_CHAOHU_1326;141_171_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_DA14;3_8_418,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_DIANCHI905;7_154_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_EAWAG127a;155_0_451,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_F13-15;157_55_7,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FACHB-524;165_100_300,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FCY-26;121_1452_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_1,168,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_2,324,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_3,405,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FCY-28;138_1436_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_FD4;21_0_3140,852,3,9.96E-06,0.555576842,5555.76842,0.555576842
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G11-01;175_26_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G11-04;104_157_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G11-06;113_21_15,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G11-09;30_136_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-01;125_64_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-03;72_47_17,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-05;53_122_8,852,1,3.32E-06,0.185192281,1851.922807,0.185192281
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-07;177_159_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-09;95_154_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-10;122_47_1,852,59,0.000195825,10.92634456,109263.4456,10.92634456
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-11;9_154_8,852,2,6.64E-06,0.370384561,3703.845613,0.370384561
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_G13-12;147_97_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_K13-05;35_6_28,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_K13-06;75_16_9,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_K13-07;37_40_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_K13-10;1_5_32,852,8,2.66E-05,1.481538245,14815.38245,1.481538245
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_KLA2;105_136_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_KW;98_2_566,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_L111-01;163_171_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_L211-07;40_0_50,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_L211-101;14_98_2,852,5,1.66E-05,0.925961403,9259.614034,0.925961403
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_L211-11;18_94_2,852,2,6.64E-06,0.370384561,3703.845613,0.370384561
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_L311-01;126_45_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LE13-04;150_173_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LE3;148_100_74,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LG11-05;108_213_3,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LG13-03;128_227_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LG13-11;143_9_15,870,1,3.25E-06,0.181360716,1813.607162,0.181360716
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LG13-12;84_41_37,852,5,1.66E-05,0.925961403,9259.614034,0.925961403
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LG13-13;67_235_3,852,4,1.33E-05,0.740769123,7407.691227,0.740769123
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LL11-07;57_25_18,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LL13-03;78_129_15,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_LL13-06;136_138_9,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_AC_P_19900807_S300;103_93_12,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19;56_69_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19D;33_191_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20;127_0_74,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20D;119_124_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102;20_46_14,852,2,6.64E-06,0.370384561,3703.845613,0.370384561
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102D;174_241_14,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_OC_H_19870700_S124;140_56_0,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_OC_LR_19540900_S633;66_181_12,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_B_20070730_S2;74_40_9,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_C_20070703_M131;85_51_32,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_C_20070823_S13;11_302_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_C_20070823_S13D;43_344_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_Ca_00000000_S207;0_303_0,852,21,6.97E-05,3.889037894,38890.37894,3.889037894
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_M135;139_266_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_S25;89_182_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_Ch_20071001_S25D;81_44_11,852,13,4.31E-05,2.407499649,24074.99649,2.407499649
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Ma_SC_T_19800800_S464;52_87_38,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-1211;50_23_22,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-2481;55_0_865,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-2519;36_70_6,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-2520;149_3_66,852,11,3.65E-05,2.037115087,20371.15087,2.037115087
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-2521;29_5_114,870,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-2522;162_49_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-2549;2_0_857,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-298;182_1424_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-3787;151_21_52,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-3804;41_38_9,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-3806;13_1_40,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-3807;115_9_75,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-4264;154_8_25,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-4285;92_136_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-4325;73_35_12,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-44;76_71_40,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-843;159_0_5491,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-87;93_5_95,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-88;38_21_68,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NIES-98;51_66_38,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_NaRes975;134_309_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_7005;133_550_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_7806SL;97_0_1631,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_7941;171_11_26,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9432;107_40_34,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9443;167_38_21,852,6,1.99E-05,1.111153684,11111.53684,1.111153684
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9701;179_147_15,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9717;61_13_60,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9806;156_11_81,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9807;19_6_74,870,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9808;8_13_357,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_PCC_9809;120_38_49,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_S11-01;111_26_7,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_S11-05;31_13_7,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_SPC777;170_215_11,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_SX13-01;47_251_3,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_SX13-11;129_63_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_Sj;88_10_17,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_TA09;123_0_210,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_TAIHU98;80_0_355,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W11-03;144_44_9,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W11-06;94_45_9,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W13-11;65_65_12,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W13-13;39_175_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W13-15;24_176_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W13-16;68_179_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_aeruginosa_W13-18;124_15_12,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_DF17;83_65_7,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18;91_89_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Ma_QC_C_20070823_S18D;131_54_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10;132_129_4,852,1,3.32E-06,0.185192281,1851.922807,0.185192281
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S10D;106_175_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20;12_92_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20D;44_47_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Mf_QC_C_20070823_S20T;16_185_6,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_Mf_WU_F_19750830_S460;4_148_6,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_flos-aquae_TF09;87_9_172,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1;100_89_30,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_novacekii_Mn_MB_F_20050700_S1D;146_76_17,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_FACHB-1757;130_0_1928,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99;48_81_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_GB_SS_20050300_S99D;173_275_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6;169_97_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S6D;112_255_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9;59_209_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_MB_F_20051200_S9D;60_213_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_MB_F_20080800_S26;166_96_10,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_panniformis_Mp_MB_F_20080800_S26D;178_124_10,852,6,1.99E-05,1.111153684,11111.53684,1.111153684
ND-57,19_09_18,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S68;172_35_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S68D;69_214_13,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S69;6_46_13,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_viridis_Mv_BB_P_19951000_S69D;82_344_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_viridis_NIES-102;101_0_3523,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_LE013-01;168_6_14,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_Mw_MB_S_20031200_S109;164_126_17,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_Mw_MB_S_20031200_S109D;64_169_31,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_Mw_QC_B_20070930_S4;25_152_20,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_Mw_QC_B_20070930_S4D;34_6_17,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30;153_125_9,852,4,1.33E-05,0.740769123,7407.691227,0.740769123
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_Mw_QC_S_20081001_S30D;135_12_17,852,0,0,0,0,0
ND-57,19_09_18,control,LE,Microcystis_wesenbergii_TW10;160_1_45,852,0,0,0,0,0
ND-57,19_09_18,control,LE,*,0,0,NA,NA,NA,NA
ND-57,19_09_18,control,LE,LE17-10A;96_26_33,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE17-20C;181_49_19,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE18-22;158_259_30,852,5,1.66E-05,0.925961403,9259.614034,0.925961403
ND-57,19_09_18,control,LE,LE19-10;118_691_6,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-114;5_63_0,852,1,3.32E-06,0.185192281,1851.922807,0.185192281
ND-57,19_09_18,control,LE,LE19-12;137_77_1,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-131;58_85_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-13;42_10_148,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-195;10_12_14,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-196;62_435_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-197;77_185_15,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-251;152_545_16,852,1,3.32E-06,0.185192281,1851.922807,0.185192281
ND-57,19_09_18,control,LE,LE19-281;176_983_0,789,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-338;102_251_2,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-388;45_121_8,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-41;27_176_4,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-4;32_15_34,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-55;142_12_22,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-59;22_858_2,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-84;86_240_15,852,4,1.33E-05,0.740769123,7407.691227,0.740769123
ND-57,19_09_18,control,LE,LE19-8;99_62_36,852,0,0,0,0,0
ND-57,19_09_18,control,LE,LE19-98;145_13_22,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_0824;63_2_149,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_LSC13-02;23_291_0,852,43,0.000170777,9.513274336,95132.74336,9.513274336
ND-58,19_09_18,control,LE,Microcystis_MC19;15_0_2257,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_M_OC_Ca_00000000_C217Col;71_55_0,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_M_OC_Ca_00000000_S217Cul;161_248_0,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_M_QC_C_20170808_M2Col;117_148_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_M_QC_C_20170808_M3Col;116_123_0,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_M_QC_C_20170808_M9Col;46_191_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_Msp_OC_L_20101000_S702;109_17_10,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_T1-4;79_11_2,852,3,1.19E-05,0.663716814,6637.168142,0.663716814
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_11-30S32;17_16_2,852,1,3.97E-06,0.221238938,2212.389381,0.221238938
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_BK11-02;54_136_4,852,8,3.18E-05,1.769911504,17699.11504,1.769911504
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_BS11-05;26_150_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_BS13-02;114_114_14,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_BS13-10;70_171_8,852,234,0.000929343,51.7699115,517699.115,51.7699115
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_CACIAM_03;110_1_11,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_CHAOHU_1326;141_171_11,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_DA14;3_8_418,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_DIANCHI905;7_154_11,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_EAWAG127a;155_0_451,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_F13-15;157_55_7,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FACHB-524;165_100_300,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FCY-26;121_1452_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_1,168,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_2,324,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FCY-27;28_1478_3,405,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FCY-28;138_1436_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_FD4;21_0_3140,852,6,2.38E-05,1.327433628,13274.33628,1.327433628
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G11-01;175_26_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G11-04;104_157_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G11-06;113_21_15,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G11-09;30_136_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-01;125_64_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-03;72_47_17,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-05;53_122_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-07;177_159_8,852,2,7.94E-06,0.442477876,4424.778761,0.442477876
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-09;95_154_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-10;122_47_1,852,55,0.000218435,12.16814159,121681.4159,12.16814159
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-11;9_154_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_G13-12;147_97_10,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_K13-05;35_6_28,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_K13-06;75_16_9,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_K13-07;37_40_11,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_K13-10;1_5_32,852,6,2.38E-05,1.327433628,13274.33628,1.327433628
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_KLA2;105_136_4,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_KW;98_2_566,852,2,7.94E-06,0.442477876,4424.778761,0.442477876
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_L111-01;163_171_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_L211-07;40_0_50,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_L211-101;14_98_2,852,6,2.38E-05,1.327433628,13274.33628,1.327433628
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_L211-11;18_94_2,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_L311-01;126_45_10,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LE13-04;150_173_8,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LE3;148_100_74,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LG11-05;108_213_3,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LG13-03;128_227_1,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LG13-11;143_9_15,870,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LG13-12;84_41_37,852,9,3.57E-05,1.991150442,19911.50442,1.991150442
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LG13-13;67_235_3,852,6,2.38E-05,1.327433628,13274.33628,1.327433628
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LL11-07;57_25_18,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LL13-03;78_129_15,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_LL13-06;136_138_9,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_AC_P_19900807_S300;103_93_12,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19;56_69_11,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S19D;33_191_11,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20;127_0_74,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_F_20061100_S20D;119_124_10,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102;20_46_14,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_MB_S_20031200_S102D;174_241_14,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_OC_H_19870700_S124;140_56_0,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_OC_LR_19540900_S633;66_181_12,852,0,0,0,0,0
ND-58,19_09_18,control,LE,Microcystis_aeruginosa_Ma_QC_B_20070730_S2;74_40_9,852,0,0,0,0,0
